X_147_thanjavur_15EP008PN_ariyalur_Wheat	187.75
X_147_thanjavur_15EP009P1_ariyalur_Wheat	53.45
X_147_thanjavur_15EP009PY_ariyalur_Wheat	88.8
X_147_thanjavur_15EP010PN_ariyalur_Wheat	120.05
X_147_thanjavur_15EP011PN_ariyalur_Wheat	265.35
X_147_thanjavur_15EP012PY_ariyalur_Wheat	47.15
X_147_thanjavur_15EP014PN_ariyalur_Wheat	113.1
X_147_thanjavur_15EP030P1_ariyalur_Wheat	70.4
X_147_thanjavur_15EP038P1_ariyalur_Wheat	106.85
X_147_thanjavur_15EP038PY_ariyalur_Wheat	56.85
X_147_thanjavur_15EP047PN_ariyalur_Wheat	88.05
X_147_thanjavur_15EP049P1_ariyalur_Wheat	52.2
X_147_thanjavur_15EP049PY_ariyalur_Wheat	67.5
X_147_thanjavur_15EP051PN_ariyalur_Wheat	93.35
X_147_thanjavur_15EP052P1_ariyalur_Wheat	64.8
X_147_thanjavur_15EP059PN_ariyalur_Wheat	105.65
X_147_thanjavur_15EP065PN_ariyalur_Wheat	171.75
X_147_thanjavur_15EP066P1_ariyalur_Wheat	21.5
X_147_thanjavur_15EP066PY_ariyalur_Wheat	81.3
X_147_thanjavur_15EP067P1_ariyalur_Wheat	53.4
X_147_thanjavur_15EP067PY_ariyalur_Wheat	101.7
X_147_thanjavur_15EP068P1_ariyalur_Wheat	46.6
X_147_thanjavur_15EP068P2_ariyalur_Wheat	63.7
X_147_thanjavur_15EP068PY_ariyalur_Wheat	110.3
X_147_thanjavur_15EP070P2_ariyalur_Wheat	60.5
X_147_thanjavur_15EP070PY_ariyalur_Wheat	118.05
X_147_thanjavur_15EP071PN_ariyalur_Wheat	67.8
X_147_thanjavur_15EP072P1_ariyalur_Wheat	76.5
X_147_thanjavur_15EP072P2_ariyalur_Wheat	38.15
X_147_thanjavur_15EP072PY_ariyalur_Wheat	138.35
X_147_thanjavur_15EP092PY_ariyalur_Wheat	71.55
X_147_thanjavur_15EP132PN_ariyalur_Wheat	119.35
X_147_thanjavur_15EP163PN_ariyalur_Wheat	74.2
